"","School_Dis_Name","School_Dis_Code","STATE","County_Name","State_County_Code","ENROLL","YRDATA","TOTAL_REVENUE","FEDERAL_REVENUE","STATE_REVENUE","LOCAL_REVENUE","TOTAL_EXPENDITURE","INSTRUCTION_EXPENDITURE","SUPPORT_SERVICES_EXPENDITURE","OTHER_EXPENDITURE","CAPITAL_OUTLAY_EXPENDITURE","SNAP"
"10126","moravia central sch",NA,"New York",NA,NA,954,2013,19185,838,11411,6936,18335,11002,5467,670,523,NA
"10127","southern cayuga central sch dist",NA,"New York",NA,NA,709,2013,16173,581,8360,7232,18467,8864,4881,311,4112,NA
"10128","union springs centrl school dist",NA,"New York",NA,NA,873,2013,17798,1784,8769,7245,15623,9487,4890,512,326,NA
"10129","southwestern central sch dist-jamestown",NA,"New York",NA,NA,1472,2013,27291,930,13389,12972,23621,14227,6726,444,921,NA
"10130","frewsburg central school dist",NA,"New York",NA,NA,847,2013,14815,532,10405,3878,13898,8205,4382,376,361,NA
"10131","cassadaga val ctl school dist",NA,"New York",NA,NA,1055,2013,20248,1084,14957,4207,18927,12479,5346,536,229,NA
"10132","chautauqua lake central school district","00018","New York","Chautauqua County","36_013",777,2013,19143,777,7747,10619,17418,10067,5529,986,219," 26,330 "
"10133","pine valley central sch dist-so. dayton",NA,"New York",NA,NA,631,2013,15359,1071,10663,3625,14560,7693,4819,551,864,NA
"10134","clymer central sch dist",NA,"New York",NA,NA,467,2013,9912,603,5465,3844,9242,5679,2739,221,169,NA
"10135","dunkirk city sch dist",NA,"New York",NA,NA,1982,2013,44406,4639,27801,11966,43531,26204,10224,1174,4412,NA
"10136","bemus pt central school dist",NA,"New York",NA,NA,754,2013,12380,385,5040,6955,11810,7238,3621,180,611,NA
"10137","falconer central school dist",NA,"New York",NA,NA,1274,2013,19576,1018,12711,5847,20315,11415,5743,502,2176,NA
"10138","fredonia ctl sch dist",NA,"New York",NA,NA,1569,2013,28274,1298,13936,13040,26116,16981,7708,588,63,NA
"10139","forestville central sch",NA,"New York",NA,NA,548,2013,10756,473,7301,2982,10013,5629,3467,271,409,NA
"10140","silver creek central sch dist",NA,"New York",NA,NA,1111,2013,19623,983,13725,4915,19971,11042,5638,493,2265,NA
"10141","panama central sch dist",NA,"New York",NA,NA,562,2013,11800,495,8397,2908,11430,6845,3165,184,632,NA
"10142","jamestown city sch dist",NA,"New York",NA,NA,5174,2013,82875,7818,61351,13706,80802,49941,17577,3602,6265,NA
"10143","brocton central school dist",NA,"New York",NA,NA,559,2013,15323,642,10899,3782,22491,8425,3934,285,9404,NA
"10144","ripley central sch dist",NA,"New York",NA,NA,308,2013,8529,271,6485,1773,7854,4535,2682,237,243,NA
"10145","sherman central sch dist",NA,"New York",NA,NA,443,2013,9260,573,6543,2144,11402,5667,2971,260,2276,NA
"10146","westfield ctl sch dist",NA,"New York",NA,NA,711,2013,13763,425,8652,4686,13510,9210,3653,317,168,NA
"10147","elmira city sch dist",NA,"New York",NA,NA,6832,2013,121713,8388,85668,27657,104955,62226,34033,4046,1089,NA
"10148","elmira hgts central sch",NA,"New York",NA,NA,1099,2013,20407,990,12963,6454,18705,12311,4577,552,792,NA
"10149","horseheads ctl sch dist",NA,"New York",NA,NA,4147,2013,67366,2576,33072,31718,65929,40322,20926,1419,2346,NA
"10150","afton central sch dist",NA,"New York",NA,NA,582,2013,15748,760,11027,3961,16621,8239,4728,491,2933,NA
"10151","bainbridge guilford ctl school dist",NA,"New York",NA,NA,835,2013,16774,562,11166,5046,15854,9174,5427,492,248,NA
"10152","greene central sch dist",NA,"New York",NA,NA,1080,2013,23919,1066,17045,5808,22809,12266,6839,626,1561,NA
"10153","unadilla valley central school district","00019","New York","Chenango County","36_017",804,2013,20084,1008,15458,3618,17638,9975,6196,622,422," 7,875 "
"10154","unadilla valley central school district","00019","New York","Madison County","36_053",804,2013,20084,1008,15458,3618,17638,9975,6196,622,422," 9,230 "
"10155","unadilla valley central school district","00019","New York","Otsego County","36_077",804,2013,20084,1008,15458,3618,17638,9975,6196,622,422," 6,293 "
"10156","norwich city sch dist",NA,"New York",NA,NA,1966,2013,37787,2649,25923,9215,35404,20870,11574,1156,210,NA
"10157","georgetown-south otselic central sch dist",NA,"New York",NA,NA,358,2013,9024,424,5861,2739,13258,4298,3786,319,4812,NA
"10158","oxford academy ctl sch dist",NA,"New York",NA,NA,780,2013,17770,1105,12613,4052,16837,9494,4909,510,1303,NA
"10159","sherburne-earvlville central sch dist 1",NA,"New York",NA,NA,1420,2013,30315,1712,22308,6295,29054,17421,8895,1028,1213,NA
"10160","ausable valley central school dist",NA,"New York",NA,NA,1148,2013,29482,1050,17482,10950,28297,16341,8029,617,2607,NA
"10161","beekmantown central sch",NA,"New York",NA,NA,1940,2013,37778,2312,18109,17357,33829,21806,9872,1066,268,NA
"10162","northeastern clinton central school dist",NA,"New York",NA,NA,1339,2013,26586,1155,16170,9261,27521,16564,6984,584,2073,NA
"10163","chazy union free sch dist",NA,"New York",NA,NA,464,2013,9186,409,4743,4034,8740,5175,2894,169,44,NA
"10164","northern adirondack central school dist",NA,"New York",NA,NA,848,2013,21920,926,15719,5275,28868,12034,6183,470,9006,NA
"10165","peru central sch dist",NA,"New York",NA,NA,1970,2013,38970,1930,23095,13945,37779,24095,10668,754,1378,NA
"10166","plattsburg city sch dist",NA,"New York",NA,NA,1883,2013,39523,1933,18417,19173,37026,25289,10003,840,267,NA
"10167","saranac ctl sch dist",NA,"New York",NA,NA,1494,2013,29579,1300,17826,10453,29502,19186,8030,667,1526,NA
"10168","germantown central sch",NA,"New York",NA,NA,580,2013,13417,537,4988,7892,11983,7826,3579,207,120,NA
"10169","chatham central sch dist",NA,"New York",NA,NA,1204,2013,27898,795,7881,19222,25713,14168,9744,824,552,NA
"10170","taconic hills central school district","28620","New York","Columbia County","36_021",1506,2013,34961,1266,11418,22277,32790,18835,10110,949,1405," 6,225 "
"10171","taconic hills central school district","28620","New York","Dutchess County","36_027",1506,2013,34961,1266,11418,22277,32790,18835,10110,949,1405," 24,839 "
"10172","hudson city sch dist",NA,"New York",NA,NA,1896,2013,45431,2923,22226,20282,42494,26850,10662,1268,825,NA
"10173","kinderhook central sch dist",NA,"New York",NA,NA,1888,2013,35903,1201,13931,20771,33588,21943,9511,710,947,NA
"10174","new lebanon ctl sch dist",NA,"New York",NA,NA,441,2013,12637,461,3722,8454,11357,6065,4300,167,654,NA
"10175","cincinnatus central sch",NA,"New York",NA,NA,613,2013,14046,692,10100,3254,13121,7725,3892,400,486,NA
"10176","mc graw ctl sch dist",NA,"New York",NA,NA,544,2013,11274,623,7780,2871,12248,5676,3158,349,2653,NA
"10177","cortland city sch dist",NA,"New York",NA,NA,2660,2013,48133,2745,30196,15192,50476,26487,12745,1748,8177,NA
"10178","homer central sch dist",NA,"New York",NA,NA,2069,2013,37758,1856,21704,14198,35656,22620,10268,1069,522,NA
"10179","marathon central school district","18450","New York","Broome County","36_007",736,2013,16499,649,11778,4072,14263,8666,3716,356,1250," 30,872 "
"10180","marathon central school district","18450","New York","Cortland County","36_023",736,2013,16499,649,11778,4072,14263,8666,3716,356,1250," 7,196 "
"10181","marathon central school district","18450","New York","Tioga County","36_107",736,2013,16499,649,11778,4072,14263,8666,3716,356,1250," 6,394 "
"10182","andes central sch dist",NA,"New York",NA,NA,125,2013,3737,153,823,2761,3788,2069,1340,92,232,NA
"10183","downsville central school dist",NA,"New York",NA,NA,290,2013,9700,336,1939,7425,8773,4036,3906,200,76,NA
"10184","charlotte valley ctl sch",NA,"New York",NA,NA,391,2013,9142,538,5788,2816,8752,5249,2702,308,220,NA
"10185","delhi central sch dist",NA,"New York",NA,NA,724,2013,18720,655,9406,8659,16590,9159,5822,478,649,NA
"10186","franklin central sch dist",NA,"New York",NA,NA,283,2013,5942,296,3383,2263,5965,3019,2380,158,204,NA
"10187","hancock central sch dist",NA,"New York",NA,NA,380,2013,9813,390,5526,3897,10026,5483,3701,371,276,NA
"10188","margaretville central sch dist",NA,"New York",NA,NA,387,2013,10266,474,3083,6709,9522,5456,3089,455,92,NA
"10189","roxbury central school dist",NA,"New York",NA,NA,358,2013,9824,344,3541,5939,8950,5565,2965,199,143,NA
"10190","sidney central sch dist",NA,"New York",NA,NA,1096,2013,23677,1078,16489,6110,23638,12084,7419,543,2723,NA
"10191","stamford central sch dist",NA,"New York",NA,NA,353,2013,9180,433,5418,3329,7897,4522,2535,469,147,NA
"10192","south kortright central school dist",NA,"New York",NA,NA,384,2013,8443,399,4126,3918,7850,4562,2700,316,56,NA
"10193","walton central sch dist",NA,"New York",NA,NA,1018,2013,20337,1299,13178,5860,19403,11479,6251,581,720,NA
"10194","arlington central sch dist",NA,"New York",NA,NA,9180,2013,185077,3252,63617,118208,177288,111748,55833,3907,1313,NA
"10195","beacon city sch dist",NA,"New York",NA,NA,3250,2013,64403,2874,26664,34865,59975,35239,17642,1601,1924,NA
"10196","dover u f sch dist",NA,"New York",NA,NA,1472,2013,29347,974,12518,15855,28034,16749,9900,905,210,NA
"10197","hyde park central sch dist",NA,"New York",NA,NA,3877,2013,84020,3533,30975,49512,83259,50870,25257,1725,4381,NA
"10198","northeast central sch dist",NA,"New York",NA,NA,771,2013,18768,603,6241,11924,17132,10685,5603,339,186,NA
"10199","pawling central sch dist",NA,"New York",NA,NA,1290,2013,36696,639,7710,28347,32597,18422,11994,532,1104,NA
"10200","pine plains central sch",NA,"New York",NA,NA,1015,2013,28387,743,7294,20350,25768,15292,9322,552,572,NA
"10201","poughkeepsie city sch",NA,"New York",NA,NA,4412,2013,96599,11679,60459,24461,100731,64127,22436,3447,8212,NA
"10202","spackenkill union free sch dist",NA,"New York",NA,NA,1550,2013,39876,503,9382,29991,38484,24447,12372,638,515,NA
"10203","red hook central sch dist",NA,"New York",NA,NA,1991,2013,47063,1056,18002,28005,46165,29386,12951,655,2313,NA
"10204","rhinebeck central sch",NA,"New York",NA,NA,1120,2013,28884,590,5059,23235,27475,17051,9319,340,193,NA
"10205","wappinger central sch dist",NA,"New York",NA,NA,11865,2013,204245,5211,64070,134964,202952,128921,65908,4612,2397,NA
"10206","millbrook central sch dist",NA,"New York",NA,NA,1093,2013,28921,502,6777,21642,32355,15699,10042,415,5557,NA
"10207","alden central sch dist",NA,"New York",NA,NA,1787,2013,31492,1086,16238,14168,28051,16007,9699,1119,819,NA
"10208","williamsville central sch",NA,"New York",NA,NA,10239,2013,165166,4368,48562,112236,162624,99704,47767,3010,8709,NA
"10209","sweet home central sch dist",NA,"New York",NA,NA,3294,2013,68716,3043,24490,41183,66203,40806,18559,1792,2896,NA
"10210","cheektowaga central sch dist",NA,"New York",NA,NA,2200,2013,39938,2355,15576,22007,37059,21967,13243,995,209,NA
"10211","cheektowaga-maryvale union free sch dist",NA,"New York",NA,NA,2170,2013,39653,2306,18743,18604,34654,19803,11154,750,1177,NA
"10212","cleveland hills u f sch dist",NA,"New York",NA,NA,1373,2013,28179,1262,16548,10369,23951,15267,7127,571,386,NA
"10213","clarence central school district","07590","New York","Erie County","36_029",4813,2013,71692,2043,26235,43414,67285,43671,17759,1318,1293," 155,173 "
"10214","springville-griffith inst central sch dist",NA,"New York",NA,NA,1891,2013,34594,1557,18149,14888,33944,19290,12039,491,1567,NA
"10215","depew union free sch dist",NA,"New York",NA,NA,1916,2013,36936,1517,19725,15694,38095,20800,11733,924,3678,NA
"10216","east aurora union free school dist",NA,"New York",NA,NA,1859,2013,29490,640,10022,18828,27708,17119,9442,531,116,NA
"10217","eden central sch dist",NA,"New York",NA,NA,1580,2013,26070,817,12007,13246,23871,14594,7853,545,341,NA
"10218","iroquois central sch dist",NA,"New York",NA,NA,2439,2013,42473,1026,15504,25943,45358,25465,13880,526,5059,NA
"10219","evans brant central sch dist",NA,"New York",NA,NA,2560,2013,52970,2565,29694,20711,55070,30197,17473,1301,5201,NA
"10220","grand island central sch",NA,"New York",NA,NA,3079,2013,51237,1456,19438,30343,52177,31722,15338,1731,2937,NA
"10221","frontier central sch dist",NA,"New York",NA,NA,5051,2013,72948,2861,32880,37207,82518,47015,21504,2366,10947,NA
"10222","hamburg central sch dist",NA,"New York",NA,NA,3747,2013,60212,1921,25257,33034,71848,35626,17138,1133,16523,NA
"10223","holland central sch dist",NA,"New York",NA,NA,937,2013,17901,585,10281,7035,15827,9536,5210,260,153,NA
"10224","kenmore-tonawanda uf school dist",NA,"New York",NA,NA,7371,2013,144316,5870,64028,74418,157170,94357,40292,4064,16330,NA
"10225","lackawanna city sch dist",NA,"New York",NA,NA,1778,2013,45054,2164,31876,11014,46480,32677,10289,1892,563,NA
"10226","lancaster central sch",NA,"New York",NA,NA,5843,2013,88253,3183,36158,48912,84340,49582,28278,1965,2925,NA
"10227","akron central sch dist",NA,"New York",NA,NA,1476,2013,27853,1231,16199,10423,23836,13801,7419,644,296,NA
"10228","north collins central school district","20970","New York","Erie County","36_029",596,2013,13472,473,7915,5084,12219,7248,4098,217,188," 155,173 "
"10229","orchard park central sch",NA,"New York",NA,NA,5064,2013,84779,1938,27391,55450,89474,54664,23804,1105,8211,NA
"10230","cheektowaga-sloan union free sch dist",NA,"New York",NA,NA,1471,2013,31405,787,18000,12618,28141,18298,8333,777,85,NA
"10231","tonawanda city sch dist",NA,"New York",NA,NA,1798,2013,30260,1432,18589,10239,31014,17028,8859,805,3505,NA
"10232","west seneca ctl school dist",NA,"New York",NA,NA,6992,2013,110402,4909,53666,51827,113796,65608,36160,2703,5173,NA
"10233","amherst central school dist",NA,"New York",NA,NA,3017,2013,49860,2162,16263,31435,47517,28278,14904,1638,680,NA
"10234","crown point central sch",NA,"New York",NA,NA,275,2013,6085,333,4367,1385,6642,3608,1624,121,1202,NA
"10235","elizabethtown lewis central school dist",NA,"New York",NA,NA,278,2013,7425,275,3996,3154,7002,4304,2419,161,19,NA
"10236","keene central sch dist",NA,"New York",NA,NA,164,2013,5525,213,753,4559,4994,2879,1756,108,142,NA
"10237","minerva central sch dist",NA,"New York",NA,NA,126,2013,4631,154,1236,3241,4905,2776,1714,124,166,NA
"10238","moriah central sch dist",NA,"New York",NA,NA,768,2013,15473,973,11335,3165,14813,8857,3814,446,665,NA
"10239","newcomb central sch dist",NA,"New York",NA,NA,106,2013,4452,45,590,3817,4468,2244,1838,137,170,NA
"10240","lake placid central sch dist",NA,"New York",NA,NA,715,2013,17004,501,2770,13733,15914,9311,5828,285,171,NA
"10241","schroon lake central school dist",NA,"New York",NA,NA,215,2013,7307,226,1119,5962,6121,3531,1919,135,128,NA
"10242","ticonderoga central sch dist",NA,"New York",NA,NA,815,2013,19053,808,7122,11123,17834,10489,5155,435,639,NA
"10243","westport central school dist",NA,"New York",NA,NA,214,2013,5599,225,2220,3154,5742,3455,1593,112,507,NA
"10244","willsboro central sch",NA,"New York",NA,NA,285,2013,7320,268,2507,4545,6897,4374,1921,184,35,NA
"10245","chateaugay central sch",NA,"New York",NA,NA,543,2013,11898,541,8112,3245,13227,6828,3360,232,2498,NA
"10246","salmon river central sch dist",NA,"New York",NA,NA,1536,2013,37702,2958,31381,3363,35234,19685,11330,1498,1652,NA
"10247","malone central sch dist",NA,"New York",NA,NA,2289,2013,46501,3157,32098,11246,48356,26611,13140,1255,5598,NA
"10248","brushton moira ctl sch",NA,"New York",NA,NA,803,2013,17006,928,13594,2484,17093,9592,4312,430,2096,NA
"10249","saranac lake ctl school dist",NA,"New York",NA,NA,1362,2013,27615,869,8358,18388,27035,17314,8669,464,394,NA
"10250","tupper lake central school dist",NA,"New York",NA,NA,836,2013,16350,699,8568,7083,15856,10095,4873,476,226,NA
"10251","st regis falls centl sch dist",NA,"New York",NA,NA,291,2013,7754,339,4907,2508,7042,3913,2400,154,284,NA
"10252","broadalbin-perth central school",NA,"New York",NA,NA,1775,2013,32283,1535,17362,13386,27095,16285,7841,715,1009,NA
"10253","wheelerville un free sch dist",NA,"New York",NA,NA,129,2013,3727,174,1560,1993,3618,1908,1177,151,143,NA
"10254","gloversville city sch",NA,"New York",NA,NA,3022,2013,58120,4193,40817,13110,52420,33888,13413,1459,637,NA
"10255","johnstown city sch dist",NA,"New York",NA,NA,1869,2013,27692,1681,19056,6955,28088,18102,8170,850,188,NA
"10256","mayfield central school dist",NA,"New York",NA,NA,925,2013,16682,713,9810,6159,15466,9625,4918,329,200,NA
"10257","northville central sch dist",NA,"New York",NA,NA,483,2013,9866,539,3721,5606,8914,5293,2778,271,409,NA
"10258","oppenheim ephratah ctl school dist",NA,"New York",NA,NA,296,2013,8428,397,5928,2103,7134,4114,2489,179,13,NA
"10259","alexander central sch",NA,"New York",NA,NA,877,2013,16387,492,10978,4917,14075,8923,4520,47,83,NA
"10260","batavia city sch dist",NA,"New York",NA,NA,2456,2013,42600,2241,22999,17360,41349,25814,13324,1096,289,NA
"10261","bryon bergen central sch",NA,"New York",NA,NA,1042,2013,20787,807,12996,6984,18866,10919,6473,487,348,NA
"10262","elba central sch dist",NA,"New York",NA,NA,454,2013,9322,403,6478,2441,8265,5217,2376,209,230,NA
"10263","le roy central sch dist",NA,"New York",NA,NA,1261,2013,21687,805,13031,7851,20694,11463,6964,603,647,NA
"10264","oakfield-alabama ctl sch dist",NA,"New York",NA,NA,897,2013,17545,653,12203,4689,16426,10124,5057,406,215,NA
"10265","pavilion central school dist",NA,"New York",NA,NA,743,2013,16245,577,10864,4804,14076,8247,4821,349,185,NA
"10266","pembrooke ctl sch dist",NA,"New York",NA,NA,1012,2013,19060,651,11981,6428,18411,10733,5991,323,387,NA
"10267","cairo-durham central sch dist",NA,"New York",NA,NA,1331,2013,27134,1368,13584,12182,24933,15164,7887,562,711,NA
"10268","catskill ctl sch dist",NA,"New York",NA,NA,1602,2013,38601,1648,16569,20384,35091,21278,10554,822,339,NA
"10269","coxsackie athens ctl sch dist",NA,"New York",NA,NA,1487,2013,26067,1050,9346,15671,26835,15382,8754,648,1456,NA
"10270","greenville ctl sch dist",NA,"New York",NA,NA,1219,2013,27001,932,11596,14473,25701,15524,8199,552,1170,NA
"10271","hunter tannersville ctl sch dist",NA,"New York",NA,NA,392,2013,12784,432,2503,9849,12531,6745,4339,320,160,NA
"10272","windham ashland jewett central sch dist",NA,"New York",NA,NA,374,2013,12788,321,1423,11044,11228,5958,3479,124,910,NA
"10273","piseco common sch dist",NA,"New York",NA,NA,0,2013,1429,0,15,1414,919,139,502,3,62,NA
"10274","indian lake central sch",NA,"New York",NA,NA,131,2013,5208,67,782,4359,6690,3003,1722,202,1708,NA
"10275","inlet common sch dist",NA,"New York",NA,NA,27,2013,1230,47,30,1153,1223,462,300,0,2,NA
"10276","lake pleasant central sch dist",NA,"New York",NA,NA,122,2013,4590,122,611,3857,3980,2188,1414,161,27,NA
"10277","long lake central sch dist",NA,"New York",NA,NA,67,2013,3186,62,597,2527,3196,1721,1307,134,34,NA
"10278","raquette lake union free school dist",NA,"New York",NA,NA,0,2013,142,0,0,142,173,0,160,0,4,NA
"10279","wells central sch dist",NA,"New York",NA,NA,157,2013,5235,127,1136,3972,4665,2777,1580,149,85,NA
"10280","west canada valley central school dist",NA,"New York",NA,NA,716,2013,15109,532,10192,4385,14137,8083,4939,354,431,NA
"10281","frankfort schuyler central sch dist",NA,"New York",NA,NA,1040,2013,18130,598,10910,6622,15844,10296,4936,78,101,NA
"10282","mohawk central sch",NA,"New York",NA,NA,792,2013,14772,628,10767,3377,14055,7864,3987,298,1140,NA
